batch_id,production_date,raw_material_supplier,pigment_type,pigment_quantity,mixing_time,mixing_speed,product_quality_score,efficiency_score,quality_category
708,2023-08-21,2,Type_C,28.43067063,26.0,Medium,6.21557764,0.23906067846153847,Medium
807,2023-08-22,1,type_b,45.24572176,38.77,Medium,7.964250942,0.20542303177714724,Medium
764,2023-08-23,2,type_a,28.56233107,7.21,Medium,5.352994758,0.7424403270457698,Low
1059,2023-08-23,1,type_a,37.82810039,31.14,Medium,7.359881974,0.2363481687219011,Medium
910,2023-08-24,2,type_b,30.65880178,22.89,High,6.820046946,0.29794875255570114,Medium
1666,2023-08-24,2,type_b,42.29787241,49.18,Low,5.006509561,0.1017997064050427,Low
927,2023-08-24,2,type_a,40.11998546,19.13,Low,7.4642781,0.3901870412963931,Medium
1631,2023-08-24,2,type_c,23.90376974,33.67,High,6.252166517,0.18568953124443124,Medium
119,2023-08-24,2,type_b,26.75300172,22.15,High,7.809305777,0.35256459489841985,Medium
928,2023-08-25,2,type_a,34.80460891,54.94,High,5.357277833,0.09751142761194032,Low
196,2023-08-25,1,type_c,32.12316865,11.7,Low,8.353776793,0.7139980164957265,High
1819,2023-08-25,2,type_b,32.03336331,30.32,Medium,6.608269789,0.21795085056068603,Medium
438,2023-08-25,1,type_b,51.37002639,28.51,High,8.177711465,0.28683659996492455,High
1548,2023-08-25,2,type_b,36.35963324,36.56,High,7.506527537,0.20532077508205687,Medium
1024,2023-08-25,2,type_c,36.21411711,24.32,Medium,5.3343576,0.21934036184210526,Low
1913,2023-08-25,2,type_a,41.37503669,59.0,Medium,6.804924482,0.11533770308474575,Medium
1787,2023-08-25,1,type_b,46.41058639,55.45,Low,8.932654182,0.16109385359783587,High
7,2023-08-25,2,type_a,35.94143917,32.13,High,5.735790614,0.1785182263927793,Low
1084,2023-08-25,2,type_b,44.20057172,34.36,Low,6.935262393,0.20184116394062865,Medium
193,2023-08-26,2,type_a,29.98887721,15.95,Low,5.060973666,0.31730242420062693,Low
1573,2023-08-26,2,Type_C,29.33067947,20.04,High,4.409533425,0.22003659805389222,Low
417,2023-08-26,1,type_c,43.13661643,14.54,Medium,6.948096957,0.4778608636176066,Medium
376,2023-08-27,1,type_b,47.44408773,35.8,Low,8.128273379,0.2270467424301676,High
1982,2023-08-27,1,type_c,49.56689693,12.55,Medium,7.442172129,0.5930017632669322,Medium
1990,2023-08-27,2,type_b,32.54282911,21.01,High,6.286252055,0.29920285840076155,Medium
797,2023-08-29,2,type_c,30.75804987,46.89,High,4.560049152,0.09724992859884837,Low
462,2023-08-29,2,type_b,48.0800256,54.06,High,7.6312582,0.14116274879763227,Medium
1119,2023-08-29,2,type_c,32.75263833,34.69,Medium,7.334883473,0.21144086114153934,Medium
1767,2023-08-30,2,type_b,35.59197171,29.58,High,6.213864907,0.2100698075388776,Medium
253,2023-08-30,2,type_c,39.23640647,42.5,High,7.176443352,0.16885749063529412,Medium
348,2023-08-30,2,type_a,38.29875959,33.79,Medium,6.79017196,0.20095211482687186,Medium
949,2023-08-30,2,type_a,33.63483941,27.39,Medium,5.178819244,0.18907700781307044,Low
1390,2023-08-30,2,type_a,32.28526838,34.24,Low,5.232163775,0.15280852146612148,Low
143,2023-08-31,1,type_c,34.72134108,28.26,Medium,8.596422951,0.3041904795116772,High
1611,2023-08-31,1,type_c,43.15008872,43.74,Medium,8.894902296,0.20335853443072702,High
980,2023-08-31,1,type_a,42.82439235,10.9,Low,8.128771334,0.7457588379816513,High
368,2023-08-31,2,type_c,31.43912582,38.3,Low,5.129421233,0.13392744733681464,Low
1790,2023-09-01,2,type_b,35.88857177,41.39,Medium,6.980558417,0.16865325965208988,Medium
45,2023-09-01,1,type_a,46.69069955,28.03,Low,8.475429538,0.30236994427399216,High
1836,2023-09-01,2,type_b,36.75727761,50.35,Medium,6.882337703,0.13668992458788481,Medium
688,2023-09-01,2,type_a,37.94366426,20.18,High,5.925543911,0.29363448518334984,Low
1289,2023-09-01,2,type_c,34.14030848,29.61,High,6.443926769,0.21762670614657212,Medium
742,2023-09-01,2,type_b,35.05482545,49.43,Low,6.612160142,0.1337681598624317,Medium
1030,2023-09-02,1,type_b,42.37486264,58.15,High,9.36010064,0.1609647573516767,High
860,2023-09-02,2,type_a,45.15784889,60.35,High,4.876309422,0.08080048752278376,Low
948,2023-09-02,1,type_c,48.44480827,36.83,High,7.983973599,0.2167790822427369,Medium
1431,2023-09-02,2,type_c,37.66576544,33.21,High,6.868553726,0.20682185263474856,Medium
1855,2023-09-03,1,type_a,44.198916,33.93,High,6.877626311,0.20270045125257885,Medium
105,2023-09-03,2,Type_C,30.05478043,10.17,Low,7.423218825,0.7299133554572271,Medium
1009,2023-09-04,1,type_c,47.31009919,58.32,High,8.496859312,0.14569374677640604,High
954,2023-09-04,1,type_b,35.43858562,33.84,Medium,7.485277032,0.22119612978723402,Medium
452,2023-09-05,1,type_b,40.32843795,44.57,Low,8.8103691,0.19767487323311647,High
892,2023-09-05,2,type_c,31.29781723,56.38,Low,6.224239003,0.1103979957963817,Medium
1095,2023-09-05,2,type_c,34.6323068,35.730000000000004,High,5.296247776,0.14822971665267282,Low
197,2023-09-05,2,type_c,30.56398903,44.66,Low,6.169216816,0.1381374119122257,Medium
1252,2023-09-05,2,type_a,36.59252714,34.09,Low,6.334310085,0.18581138413024345,Medium
1074,2023-09-06,1,type_c,54.5418451,26.31,Low,9.053417535,0.34410556955530214,High
1142,2023-09-06,1,type_c,43.04626679,32.94,Medium,7.957322257,0.24157019602307228,Medium
138,2023-09-06,2,type_b,34.41973759,30.04,-,5.910391362,0.19675071111850867,Low
256,2023-09-06,2,Type_C,35.8416323,7.36,Low,8.328993695,1.1316567520380434,High
355,2023-09-06,2,type_b,40.86619795,34.92,Low,7.046149027,0.20177975449599084,Medium
1256,2023-09-06,2,type_a,24.13670274,47.87,Medium,7.159489839,0.14956109962398162,Medium
870,2023-09-06,2,type_a,36.03065948,14.46,Medium,7.616531562,0.5267310900414938,Medium
221,2023-09-07,2,type_a,41.53263714,58.1,Low,8.365109933,0.14397779574870911,High
923,2023-09-07,2,type_c,37.58642196,6.4,Medium,6.435411839,1.00553309984375,Medium
1780,2023-09-08,2,type_b,32.8162962,33.43,High,6.950259239,0.20790485309602155,Medium
773,2023-09-08,2,type_b,41.67614029,26.44,Medium,5.576203917,0.21090029943267774,Low
756,2023-09-08,2,type_a,32.46089355,8.72,Medium,7.394777058,0.848024891972477,Medium
1874,2023-09-08,2,type_c,30.97802431,42.83,Medium,5.474469105,0.12781856420733131,Low
1483,2023-09-08,2,type_c,36.0509792,25.8,Medium,4.890687123,0.18956151639534885,Low
524,2023-09-08,1,type_c,37.40119167,17.01,High,8.106123901,0.4765504938859494,High
1929,2023-09-09,2,type_a,33.24465537,52.22,High,6.779940978,0.12983418188433551,Medium
549,2023-09-09,1,type_b,35.57592423,7.34,High,7.249430925,0.9876608889645777,Medium
1646,2023-09-10,2,type_b,36.97187094,26.11,Low,5.011543278,0.1919396123324397,Low
70,2023-09-10,2,type_c,34.53299472,56.75,Medium,5.221500297,0.0920088158061674,Low
636,2023-09-10,2,type_c,30.96796621,13.1,Medium,4.569117951,0.34878762984732825,Low
1856,2023-09-10,2,type_a,33.67484074,14.64,Low,6.837293576,0.467028249726776,Medium
984,2023-09-10,1,type_b,51.84214658,52.36,High,9.418581589,0.17988123737585945,High
1539,2023-09-10,2,type_c,36.54229791,54.43,Low,5.180801128,0.09518282432482086,Low
422,2023-09-11,2,type_a,37.75352717,35.730000000000004,High,5.994802476,0.1677806458438287,Low
1901,2023-09-11,2,type_a,40.26129246,18.58,High,6.518005535,0.35080761759956947,Medium
733,2023-09-11,2,type_b,40.15927363,51.95,Medium,5.356261334,0.10310416427333975,Low
51,2023-09-11,2,type_b,35.64956469,34.2,High,6.131962669,0.17929715406432747,Medium
1071,2023-09-12,2,type_a,36.62734788,23.57,Medium,5.345287112,0.22678350072125583,Low
747,2023-09-12,2,type_c,41.32124986,34.99,Low,4.818664663,0.13771548050871676,Low
1257,2023-09-12,2,type_c,40.08577559,11.54,Medium,5.487508291,0.47552064913344894,Low
1310,2023-09-12,2,type_b,29.37193416,29.37,Medium,5.952493233,0.20267256496424924,Low
1862,2023-09-12,1,type_b,44.12461509,36.18,Low,7.888365389,0.21803110527915975,Medium
1363,2023-09-12,2,type_c,33.84011882,49.33,High,6.918682337,0.14025303744171905,Medium
1387,2023-09-12,2,Type_C,34.72404443,43.94,Low,6.920171489,0.15749138573054167,Medium
1361,2023-09-12,1,type_c,45.85799743,44.78,Low,9.419361668,0.21034751380080394,High
794,2023-09-12,2,type_c,35.0951732,35.1,High,4.173672792,0.11890805675213674,Low
847,2023-09-12,2,type_a,30.56601651,43.11,High,5.448783453,0.12639256443980515,Low
449,2023-09-12,2,type_c,41.26832907,13.3,High,4.773224905,0.35888909060150376,Low
1616,2023-09-12,1,type_a,43.82279186,35.95,Medium,8.583262472,0.23875556250347701,High
1285,2023-09-12,2,type_c,25.37508851,35.88,Medium,4.697299542,0.13091693260869564,Low
1626,2023-09-13,2,type_a,27.2925289,50.08,Low,6.104807853,0.12190111527555911,Medium
640,2023-09-13,2,type_b,38.13796594,29.52,Low,4.558794577,0.15443071060298103,Low
617,2023-09-13,2,type_c,40.14684979,41.75,Medium,5.263671136,0.1260759553532934,Low
89,2023-09-13,2,Type_C,34.94548966,30.88,High,6.137518873,0.1987538495142487,Medium
783,2023-09-13,2,type_c,32.75690421,19.57,Low,6.293792233,0.3216040997956055,Medium
230,2023-09-13,2,type_a,43.38224328,41.08,Low,5.589924519,0.13607411195228822,Low
225,2023-09-13,1,type_a,49.63221771,46.9,Low,8.906112833,0.1898957960127932,High
1275,2023-09-13,1,type_c,37.81857391,22.68,Low,7.798732866,0.3438594738095238,Medium
1949,2023-09-13,1,type_b,42.56709257,12.87,Medium,9.557175088,0.7425932469308469,High
1198,2023-09-13,2,type_b,37.48593152,27.31,Low,5.96691282,0.21848820285609669,Low
1555,2023-09-14,2,type_b,29.87687599,21.04,Medium,5.430852359,0.2581203592680609,Low
453,2023-09-14,2,type_c,35.41096364,57.61,High,6.45849034,0.11210710536365215,Medium
380,2023-09-14,1,type_b,45.50076197,20.39,Low,7.906641542,0.3877705513487003,Medium
588,2023-09-14,2,type_a,33.12255173,13.11,Low,6.287863304,0.4796234404271549,Medium
845,2023-09-14,1,type_a,54.95875873,28.08,Low,8.751995591,0.3116807546652422,High
1004,2023-09-14,2,type_c,35.45287396,27.34,Medium,7.007755345,0.25631877633504024,Medium
1011,2023-09-15,1,type_b,45.08239159,41.45,Medium,9.125668754,0.22016088670687572,High
243,2023-09-15,2,type_a,42.6675254,50.4,Low,6.914418152,0.13719083634920634,Medium
1680,2023-09-15,2,type_a,31.60176885,25.17,Medium,6.258486843,0.24864866281287246,Medium
921,2023-09-16,2,type_c,36.98061339,25.04,Medium,4.123313221,0.16466905834664539,Low
1395,2023-09-16,1,type_c,41.09244286,57.45,Low,6.50501729,0.11322919564838989,Medium
1710,2023-09-17,1,type_b,42.24289971,57.04,Medium,7.24183361,0.126960617286115,Medium
1553,2023-09-17,2,type_c,43.57365609,44.06,Medium,6.887071767,0.15631120669541534,Medium
1406,2023-09-17,2,type_b,25.69465898,19.93,Medium,4.523417646,0.22696526071249376,Low
189,2023-09-17,1,type_b,41.39210118,41.58,High,9.123030073,0.21940909266474268,High
96,2023-09-18,1,type_a,54.41402674,62.1,Low,7.786915273,0.1253931605958132,Medium
1668,2023-09-18,1,type_a,53.19292696,27.65,Medium,8.802823854,0.3183661430018083,High
1436,2023-09-18,2,type_c,31.67414961,58.49,Medium,6.440843183,0.11011870718071465,Medium
826,2023-09-18,2,type_b,28.3930276,13.67,High,5.2723219,0.38568558156547184,Low
1509,2023-09-18,2,type_c,33.45635603,46.25,Medium,5.605451558,0.12119895260540542,Low
341,2023-09-18,2,type_c,38.02486189,36.64,High,8.016909291,0.218802109470524,High
1154,2023-09-19,2,type_c,34.21739978,46.56,Medium,6.418326443,0.1378506538445017,Medium
231,2023-09-19,1,type_b,50.88388509,28.91,High,9.358517229,0.3237121144586648,High
771,2023-09-19,2,type_a,33.22905405,48.53,High,5.57115872,0.11479824273645167,Low
1054,2023-09-19,1,type_c,40.06807312,42.1,Low,7.197065838,0.17095168261282662,Medium
204,2023-09-19,2,type_b,34.21446507,46.43,High,8.046419262,0.173302159422787,High
491,2023-09-19,2,type_a,28.00661436,40.88,Medium,4.935418099,0.12072940555283755,Low
323,2023-09-20,2,type_a,30.21505904,47.73,Low,4.745320189,0.09942007519379846,Low
91,2023-09-20,1,type_c,49.65526348,26.9,Medium,7.131748859,0.2651207754275093,Medium
38,2023-09-20,2,type_a,28.10752095,21.99,High,5.409934616,0.24601794524783996,Low
416,2023-09-20,1,type_b,42.73896142,49.6,Low,8.120909379,0.1637280116733871,High
684,2023-09-20,2,type_c,31.58392104,28.42,High,4.050275831,0.14251498349753694,Low
1211,2023-09-20,1,type_b,36.93180044,41.35,High,8.52895105,0.20626241958887545,High
690,2023-09-20,2,type_a,35.98459064,39.5,-,7.168643118,0.18148463589873418,Medium
279,2023-09-20,2,type_b,32.00630657,50.33,Medium,5.667729843,0.11261136187164714,Low
63,2023-09-21,2,type_b,29.12053608,43.71,Low,7.179450636,0.16425190199039122,Medium
36,2023-09-21,2,type_a,27.27940925,52.5,Medium,7.766270105,0.14792895438095238,Medium
227,2023-09-21,1,Type_C,53.11940237,62.38,Low,9.239521341,0.14811672556909264,High
1298,2023-09-21,2,type_b,36.45050192,41.18,High,5.976509754,0.1451313684798446,Low
484,2023-09-22,1,type_b,50.41700955,24.91,Medium,8.721382545,0.3501157183861903,High
716,2023-09-22,2,type_c,41.50157583,26.21,High,4.964696521,0.1894199359404807,Low
1850,2023-09-22,1,type_b,51.13990219,44.9,-,6.50487053,0.1448746220489978,Medium
547,2023-09-22,2,type_c,37.56045366,24.95,Low,5.297853606,0.21233882188376754,Low
1867,2023-09-23,2,type_b,43.11815387,12.18,High,6.262561604,0.5141676193760263,Medium
238,2023-09-23,2,type_a,29.95315441,10.39,High,4.891527587,0.47079187555341667,Low
1821,2023-09-23,1,type_b,42.34528418,13.89,High,6.705084844,0.48272749056875447,Medium
359,2023-09-23,2,type_b,44.07922268,23.03,High,5.83304963,0.2532804876248371,Low
407,2023-09-23,1,type_b,35.19467383,54.12,Medium,7.165654621,0.13240307873244642,Medium
1822,2023-09-23,2,type_a,40.61584292,18.45,Medium,7.235057432,0.39214403425474254,Medium
983,2023-09-23,1,type_c,44.37475907,49.29,-,7.581016485,0.1538043514911747,Medium
120,2023-09-23,1,type_b,38.8420007,59.47,Medium,8.757027904,0.1472511838574071,High
214,2023-09-24,2,type_b,37.06430127,56.76,Low,6.001104402,0.10572770264270613,Medium
486,2023-09-24,1,type_c,41.3645489,10.91,High,8.249830845,0.7561714798350138,High
1885,2023-09-24,2,type_a,37.24316622,9.3,Medium,7.240286688,0.7785254503225806,Medium
1346,2023-09-24,2,type_b,20.32034918,14.73,Medium,5.838519874,0.3963693057705363,Low
738,2023-09-24,2,type_c,29.06104771,19.92,Low,7.088165644,0.3558316086345381,Medium
1754,2023-09-24,2,type_c,27.91168096,41.91,Low,6.880419984,0.1641713191123837,Medium
436,2023-09-24,1,type_a,50.24011244,60.04,Low,7.91112629,0.13176426199200533,Medium
1642,2023-09-24,2,type_c,36.44658229,43.69,Low,6.158927579,0.14096881618219273,Medium
509,2023-09-25,2,type_c,40.47059953,19.75,Medium,6.216446761,0.3147567980253165,Medium
1529,2023-09-25,1,type_c,33.31133414,41.43,Low,7.578046858,0.18291206512189237,Medium
528,2023-09-25,1,type_a,50.93789818,10.47,High,7.344976247,0.7015259070678127,Medium
399,2023-09-25,1,Type_C,55.03988087,22.77,High,7.841855634,0.3443941868247694,Medium
267,2023-09-25,1,type_a,35.7026866,19.77,High,9.463997385,0.4787049764795145,High
1507,2023-09-25,2,type_a,33.53121566,18.74,Low,6.462454708,0.344848170117396,Medium
306,2023-09-26,1,type_b,51.1510213,35.03,Medium,8.69352831,0.24817380274050813,High
292,2023-09-26,2,type_c,44.21696214,59.53,Medium,5.859165074,0.09842373717453384,Low
1517,2023-09-26,2,type_b,36.75878033,42.3,Low,5.771940332,0.13645249011820332,Low
589,2023-09-26,1,type_b,45.75577998,40.01,High,8.541800595,0.21349164196450887,High
1013,2023-09-26,2,type_c,35.34283113,32.37,High,8.282477913,0.2558689500463392,High
1112,2023-09-26,2,type_b,35.75541009,32.55,Medium,5.979551602,0.18370358224270356,Low
123,2023-09-26,1,type_c,40.48826371,29.39,Medium,8.573171978,0.29170370799591694,High
1986,2023-09-26,2,type_b,40.48436222,43.46,High,7.027201809,0.16169355289921766,Medium
1880,2023-09-26,2,type_c,34.81696747,33.57,Medium,7.128549437,0.21234880658325886,Medium
757,2023-09-26,1,type_c,49.94506612,40.16,Medium,7.925567443,0.19734978692729085,Medium
680,2023-09-27,2,type_a,34.29161082,23.42,Low,6.895398149,0.2944234905636208,Medium
1738,2023-09-27,2,type_c,36.22150232,37.57,High,8.233209836,0.21914319499600746,High
1525,2023-09-27,2,type_c,29.89847578,40.27,High,5.497780708,0.1365229875341445,Low
1818,2023-09-27,1,type_b,50.93627095,38.4,High,8.188948221,0.213253859921875,High
883,2023-09-27,2,type_b,31.32368891,40.9,High,6.758272189,0.1652389288264059,Medium
1558,2023-09-27,2,type_a,32.7852771,23.65,Low,5.982315583,0.25295203310782244,Low
1050,2023-09-27,1,type_c,43.91980594,11.61,Medium,8.05883468,0.6941287407407408,High
1352,2023-09-27,2,type_c,38.9044246,18.96,Low,6.263130164,0.33033386940928267,Medium
567,2023-09-27,1,type_b,41.83526235,35.2,High,7.031738044,0.19976528534090907,Medium
1426,2023-09-27,1,type_b,36.56799734,58.05,Low,7.550994036,0.13007741664082687,Medium
1848,2023-09-28,2,type_b,33.68476971,59.18,Low,5.816149529,0.09827897142615748,Low
1341,2023-09-28,1,type_b,53.76950743,25.99,High,7.132977107,0.27445083135821474,Medium
1089,2023-09-29,2,type_c,36.57035373,25.03,High,6.623176805,0.26460954075109866,Medium
419,2023-09-29,2,type_a,27.36352243,36.4,Low,7.13294439,0.1959600107142857,Medium
1939,2023-09-29,1,type_c,39.73461419,12.81,Low,9.362325178,0.7308606696330991,High
1807,2023-09-29,2,type_c,37.44470435,49.72,Medium,5.511366185,0.11084807290828641,Low
1065,2023-09-29,2,type_c,32.60579919,38.42,High,7.798421705,0.20297818076522645,Medium
951,2023-09-30,2,type_b,34.69055008,55.16,High,6.376587767,0.11560166365119653,Medium
1587,2023-09-30,2,type_b,36.81094865,22.42,Low,6.072991881,0.2708738573148974,Medium
1163,2023-09-30,1,type_a,40.14284452,18.59,Medium,9.246298847,0.4973802499731038,High
1394,2023-09-30,2,type_a,33.04394018,19.6,Low,6.769564519,0.34538594484693874,Medium
625,2023-09-30,2,Type_C,25.43591332,51.95,Low,5.910641997,0.11377559185755533,Low
898,2023-09-30,2,type_c,34.39025751,9.86,High,5.279198657,0.5354156852941176,Low
974,2023-09-30,1,type_b,51.04051453,35.32,Low,8.661034218,0.24521614433748581,High
1315,2023-09-30,2,type_c,37.11932975,47.48,High,6.090804042,0.12828146676495367,Medium
94,2023-10-01,2,type_c,39.24421523,51.8,Medium,6.536647205,0.1261901004826255,Medium
966,2023-10-01,2,type_b,32.61126466,30.03,Medium,6.261314555,0.20850198318348317,Medium
1116,2023-10-01,1,type_a,51.40091625,54.35,Low,8.835684408,0.16257009030358785,High
1439,2023-10-01,1,type_b,46.38663737,44.62,Medium,6.979664781,0.15642458047960558,Medium
521,2023-10-02,1,type_a,37.95151986,26.88,High,8.388953084,0.3120890284226191,High
1336,2023-10-02,2,type_a,35.4348256,57.17,High,6.508249854,0.11384029830330593,Medium
27,2023-10-02,2,type_a,37.7081611,16.32,High,5.561576583,0.3407828788602941,Low
541,2023-10-02,2,type_c,31.81018278,46.4,High,6.115219223,0.131793517737069,Medium
837,2023-10-03,1,type_a,42.62636643,42.44,Medium,9.713559663,0.22887746614043356,High
907,2023-10-03,1,type_b,43.50706951,43.03,High,9.98848515,0.23212840227748083,High
478,2023-10-03,2,type_b,34.96220546,16.39,Medium,5.319366139,0.3245494898718731,Low
1229,2023-10-03,2,type_c,28.6471514,28.52,Medium,4.774827202,0.16742030862552595,Low
1742,2023-10-03,1,type_c,49.57897011,25.24,High,6.862856978,0.27190400071315374,Medium
276,2023-10-03,2,type_a,37.50583014,41.47,Medium,6.039579714,0.14563732129250062,Medium
244,2023-10-04,2,type_b,28.76364793,24.08,Low,4.896308856,0.20333508538205983,Low
55,2023-10-04,1,type_a,50.79664984,46.1,Low,8.184216181,0.17753180436008675,High
803,2023-10-04,1,type_b,47.25823319,57.81,Low,10.0,0.1729804532087874,High
262,2023-10-04,1,type_b,49.8033502,19.7,Low,10.0,0.5076142131979695,High
518,2023-10-04,2,type_a,40.78536898,48.93,Low,7.391033915,0.1510532171469446,Medium
1800,2023-10-04,1,type_b,38.1261807,55.35,High,8.99166439,0.1624510278229449,High
1070,2023-10-04,2,type_c,33.85949705,33.77,High,6.913655256,0.20472772448919158,Medium
731,2023-10-04,2,type_a,34.98668852,27.99,High,5.349084329,0.19110697852804576,Low
681,2023-10-04,2,type_a,38.43341152,35.89,Medium,7.286540017,0.2030242412092505,Medium
967,2023-10-05,1,type_c,48.14848148,23.06,High,8.071505283,0.3500219116652212,High
1359,2023-10-05,1,type_a,49.45225175,35.730000000000004,Low,6.741973994,0.18869224724321298,Medium
1961,2023-10-05,1,type_c,46.02695489,36.76,Medium,9.206537388,0.2504498745375408,High
504,2023-10-05,2,type_c,42.00604089,39.87,Medium,6.994899704,0.17544268131427138,Medium
1077,2023-10-05,2,type_c,43.11210603,31.12,High,4.858654502,0.15612643001285348,Low
1726,2023-10-05,1,type_c,50.47785567,39.0,Low,6.076940655,0.15581899115384615,Medium
